quota,policy,mode,total_risk,risk_sd,risk_all_cheap,risk_all_full,risk_oracle,risk_reduction,eta,frac_of_full_gain,n_selected,std_err_total,mean_latency_ms,extra_compute_ms,risk_per_extra_ms,risk_per_1000_extra_ms,mean_energy_mj,extra_energy_j,risk_per_extra_joule,total_frames,std_err_captured
0.1,learned_unc_crit,pooled,1986.1898028415935,0.0,2289.8879460751723,1265.6403492848162,1673.303732333824,303.6981432335788,0.49254933302748727,0.29650852409638606,801,22673.0,10.732899999999999,4709.079000000001,0.06449204679589761,64.49204679589761,25.86,11.694600000000001,25.969091994046718,8010.0,0.15440589227083149
0.1,learned_all_visual,pooled,2071.638340394344,0.0,2289.8879460751723,1265.6403492848162,1673.303732333824,218.24960568082815,0.3539656073199142,0.2130828584462861,801,22530.0,10.732899999999999,4709.079000000001,0.046346558569271855,46.346558569271856,25.86,11.694600000000001,18.662425878681454,8010.0,0.16709557192297453
0.1,learned_all,pooled,2011.9900971897055,0.0,2289.8879460751723,1265.6403492848162,1673.303732333824,277.89784888546683,0.45070542302603056,0.2713190148127311,801,22841.0,10.732899999999999,4709.079000000001,0.05901320595502152,59.01320595502152,25.86,11.694600000000001,23.76292039791586,8010.0,0.13949773715502706
0.1,oracle,pooled,1673.303732333824,0.0,2289.8879460751723,1265.6403492848162,1673.303732333824,616.5842137413483,1.0,0.6019874644309772,801,21772.0,10.732899999999999,4709.079000000001,0.1309352027734825,130.9352027734825,25.86,11.694600000000001,52.723839527760525,8010.0,0.23435974798118733
0.2,random,pooled,2085.1162505356715,9.933234908103373,2289.8879460751723,1265.6403492848162,1413.93881024764,204.7716955395008,0.23377121703082404,0.1999240185490166,1602,22164.875,11.3208,9418.158000000001,0.02174222343047343,21.74222343047343,27.32,23.389200000000002,8.754967914229677,8010.0,0.19949640606974886
0.2,lowest_confidence,pooled,2134.013032775497,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,155.87491329967543,0.17794973123915042,0.15218479768772164,1602,22719.0,11.3208,9418.158000000001,0.0165504670127296,16.5504670127296,27.32,23.389200000000002,6.664396956701188,8010.0,0.15032389741769456
0.2,lowest_min_confidence,pooled,2001.742298619543,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,288.1456474556294,0.3289524878444119,0.2813242114099949,1602,21435.0,11.3208,9418.158000000001,0.03059469245001298,30.59469245001298,27.32,23.389200000000002,12.31960252833057,8010.0,0.2642647972313426
0.2,highest_uncertainty,pooled,1985.9013770371148,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,303.9865690380575,0.3470367817086472,0.2967901218325023,1602,20997.0,11.3208,9418.158000000001,0.032276647836876116,32.276647836876116,27.32,23.389200000000002,12.996877577602374,8010.0,0.30313248735468984
0.2,highest_entropy,pooled,2079.537573740913,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,210.3503723342592,0.24013993933053618,0.20537062815028884,1602,21968.0,11.3208,9418.158000000001,0.022334555476162022,22.334555476162024,27.32,23.389200000000002,8.993482989339489,8010.0,0.21696690034608218
0.2,scene_complexity,pooled,1971.5473493121676,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,318.34059676300467,0.3634236095937921,0.31080433848278083,1602,21150.0,11.3208,9418.158000000001,0.03380072799405198,33.80072799405198,27.32,23.389200000000002,13.610580813495316,8010.0,0.28955541751708225
0.2,criticality_heuristic,pooled,1915.0322015713264,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,374.8557445038459,0.4279423646553516,0.36598157093901557,1602,21709.0,11.3208,9418.158000000001,0.039801386269358176,39.801386269358176,27.32,23.389200000000002,16.026873279284708,8010.0,0.239950306149614
0.2,riskweighted_uncertainty,pooled,1901.803347176235,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,388.0845988989372,0.44304467351555,0.37889725112859673,1602,21584.0,11.3208,9418.158000000001,0.041205997913704266,41.205997913704266,27.32,23.389200000000002,16.592469981826532,8010.0,0.25104268346792086
0.2,learned_uncertainty,pooled,1908.9544864240152,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,380.93345965115714,0.43488079851951594,0.37191540487365865,1602,20604.0,11.3208,9418.158000000001,0.04044670514671309,40.44670514671309,27.32,23.389200000000002,16.286724627227827,8010.0,0.33800692164344665
0.2,learned_criticality,pooled,1833.0025021233785,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,456.88544395179383,0.5215890115813199,0.4460693345862051,1602,21492.0,11.3208,9418.158000000001,0.04851112541877019,48.511125418770185,27.32,23.389200000000002,19.534034680613008,8010.0,0.2592066731741947
0.2,learned_unc_crit,pooled,1805.3151403239403,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,484.57280575123195,0.5531974242927282,0.4731012376985003,1602,21262.0,11.3208,9418.158000000001,0.05145091065059982,51.450910650599816,27.32,23.389200000000002,20.7178016243066,8010.0,0.2796166474398793
0.2,learned_all_visual,pooled,1896.8927557116967,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,392.99519036347556,0.4486506970432737,0.38369159136422576,1602,21028.0,11.3208,9418.158000000001,0.04172739407891389,41.72739407891389,27.32,23.389200000000002,16.802421218488682,8010.0,0.3003815777797498
0.2,learned_all,pooled,1819.173774966855,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,470.71417110831726,0.5373761464626838,0.4595706864076377,1602,21380.0,11.3208,9418.158000000001,0.04997943027801373,49.97943027801373,27.32,23.389200000000002,20.125278808523472,8010.0,0.26914544325139766
0.2,oracle,pooled,1413.93881024764,0.0,2289.8879460751723,1265.6403492848162,1413.93881024764,875.9491358275322,1.0,0.8552122929772638,1602,20076.0,11.3208,9418.158000000001,0.09300641758479015,93.00641758479016,27.32,23.389200000000002,37.45100883431379,8010.0,0.3848611234359748
0.3,random,pooled,1983.4831615883036,12.212012459885505,2289.8879460751723,1265.6403492848162,1271.385313001058,306.4047844868687,0.30083848046819167,0.29915108948953084,2402,21034.625,11.9087,14121.358000000004,0.021697968742586133,21.697968742586134,28.779999999999998,35.0692,8.737147824497528,8006.666666666667,0.2997936817818795
0.3,lowest_confidence,pooled,2018.253948902815,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,271.63399717235734,0.26669935683179635,0.26520345082923896,2402,21262.0,11.9087,14121.358000000004,0.019235685206221473,19.235685206221472,28.779999999999998,35.0692,7.7456570772175395,8006.666666666667,0.2796166474398793
0.3,lowest_min_confidence,pooled,1866.1705807333337,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,423.71736534183856,0.41601990174826137,0.413686462794372,2402,20074.0,11.9087,14121.358000000004,0.030005426202057792,30.00542620205779,28.779999999999998,35.0692,12.082321961773822,8006.666666666667,0.38503860147306773
0.3,highest_uncertainty,pooled,1841.7681552587162,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,448.1197908164561,0.43997902044092935,0.4375111957506283,2402,19670.0,11.9087,14121.358000000004,0.03173347710726235,31.73347710726235,28.779999999999998,35.0692,12.778158350246258,8006.666666666667,0.4208891649658355
0.3,highest_entropy,pooled,1960.6846392373627,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,329.2033068378096,0.3232228333511379,0.321409889434372,2402,20650.0,11.9087,14121.358000000004,0.023312439698633055,23.312439698633057,28.779999999999998,35.0692,9.387248834812587,8006.666666666667,0.3339249267903097
0.3,scene_complexity,pooled,1844.9170016944333,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,444.97094438073896,0.4368873775394151,0.43443689375022865,2402,19742.0,11.9087,14121.358000000004,0.031510492431445956,31.510492431445957,28.779999999999998,35.0692,12.68836883592266,8006.666666666667,0.41449995563049075
0.3,criticality_heuristic,pooled,1785.484220227875,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,504.4037258472972,0.49524047309025737,0.49246268912705005,2402,20444.0,11.9087,14121.358000000004,0.035719208155993006,35.71920815599301,28.779999999999998,35.0692,14.383097585553624,8006.666666666667,0.3522051646108794
0.3,riskweighted_uncertainty,pooled,1779.8981314947257,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,509.9898145804466,0.5007250821150657,0.49791653519967377,2402,20290.0,11.9087,14121.358000000004,0.03611478546046679,36.11478546046679,28.779999999999998,35.0692,14.542385186444132,8006.666666666667,0.36587097346703346
0.3,learned_uncertainty,pooled,1778.2111469606298,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,511.6767991145425,0.5023814200363573,0.49956358278795454,2402,19249.0,11.9087,14121.358000000004,0.03623424879636522,36.23424879636522,28.779999999999998,35.0692,14.590489635193917,8006.666666666667,0.458248291773893
0.3,learned_criticality,pooled,1672.1547050526324,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,617.7332410225399,0.6065111870727866,0.6031092901348326,2402,20123.0,11.9087,14121.358000000004,0.04374460593822065,43.74460593822065,28.779999999999998,35.0692,17.614694404849267,8006.666666666667,0.3806903895642914
0.3,learned_unc_crit,pooled,1657.2960566411757,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,632.5918894339966,0.6210999057750735,0.617616181298667,2402,19946.0,11.9087,14121.358000000004,0.04479681695159888,44.79681695159888,28.779999999999998,35.0692,18.03838951085273,8006.666666666667,0.39639719584701394
0.3,learned_all_visual,pooled,1781.7679182692723,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,508.1200278059,0.4988892628311204,0.4960910129525083,2402,19882.0,11.9087,14121.358000000004,0.03598237703526105,35.982377035261045,28.779999999999998,35.0692,14.48906812262327,8006.666666666667,0.40207649303398707
0.3,learned_all,pooled,1672.8775713453033,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,617.010374729869,0.6058014527341634,0.602403536667667,2402,20049.0,11.9087,14121.358000000004,0.04369341636476243,43.69341636476243,28.779999999999998,35.0692,17.59408183619441,8006.666666666667,0.38725707693672906
0.3,oracle,pooled,1271.385313001058,0.0,2289.8879460751723,1265.6403492848162,1271.385313001058,1018.5026330741143,1.0,0.994391040082257,2402,18382.0,11.9087,14121.358000000004,0.07212497785794497,72.12497785794497,28.779999999999998,35.0692,29.042653755264286,8006.666666666667,0.5351850208536694
0.5,random,pooled,1778.4712070096227,13.852878514437975,2289.8879460751723,1265.6403492848162,1184.3367895992437,511.41673906554956,0.46258984586090907,0.49930967928863673,4004,18783.90625,13.0845,23539.516000000007,0.021725881664922484,21.725881664922483,31.7,58.45840000000001,8.748387555347897,8008.0,0.4995202546809832
0.5,lowest_confidence,pooled,1759.5008342940687,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,530.3871117811036,0.47974904523800915,0.5178309555649987,4004,18409.0,13.0845,23539.516000000007,0.022531776429944587,22.531776429944586,31.7,58.45840000000001,9.072898193948236,8008.0,0.5327890673529151
0.5,lowest_min_confidence,pooled,1638.0950130252152,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,651.7929330499571,0.589563792893693,0.6363626676718156,4004,17532.0,13.0845,23539.516000000007,0.02768930903464442,27.68930903464442,31.7,58.45840000000001,11.14968820648456,8008.0,0.610613186618156
0.5,highest_uncertainty,pooled,1610.5758288144598,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,679.3121172607125,0.6144556163516648,0.6632303745592822,4004,17490.0,13.0845,23539.516000000007,0.028858372332749422,28.858372332749422,31.7,58.45840000000001,11.620436366043416,8008.0,0.6143402253971071
0.5,highest_entropy,pooled,1747.42408423149,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,542.4638618436823,0.490672782228231,0.529621805844192,4004,18182.0,13.0845,23539.516000000007,0.023044817992166112,23.044817992166113,31.7,58.45840000000001,9.279485272324973,8008.0,0.5529328245629603
0.5,scene_complexity,pooled,1629.936094825477,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,659.9518512496952,0.5969437482688432,0.6443284351535313,4004,17531.0,13.0845,23539.516000000007,0.028035914215470487,28.035914215470488,31.7,58.45840000000001,11.289256141969247,8008.0,0.6107019256367024
0.5,criticality_heuristic,pooled,1576.1638369238558,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,713.7241091513165,0.6455821650319594,0.6968277117641138,4004,17803.0,13.0845,23539.516000000007,0.030320254212164614,30.320254212164613,31.7,58.45840000000001,12.209094144747656,8008.0,0.5865649125920668
0.5,riskweighted_uncertainty,pooled,1568.287860139973,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,721.6000859351993,0.6527061924799414,0.7045172360632808,4004,17698.0,13.0845,23539.516000000007,0.030654839544500368,30.65483954450037,31.7,58.45840000000001,12.343822033021759,8008.0,0.5958825095394445
0.5,learned_uncertainty,pooled,1573.730579834175,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,716.1573662409974,0.6477831098506842,0.6992033649726797,4004,17026.0,13.0845,23539.516000000007,0.030423623248710684,30.423623248710683,31.7,58.45840000000001,12.250717882134941,8008.0,0.6555151300026621
0.5,learned_criticality,pooled,1468.5532478205716,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,821.3346982546007,0.7429187635900083,0.8018907740944519,4004,17654.0,13.0845,23539.516000000007,0.03489174111543332,34.89174111543332,31.7,58.45840000000001,14.04990041216661,8008.0,0.5997870263554885
0.5,learned_unc_crit,pooled,1466.1349427049472,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,823.7530033702251,0.7451061839562744,0.80425182929556,4004,17580.0,13.0845,23539.516000000007,0.034994474965849974,34.994474965849975,31.7,58.45840000000001,14.091268378372055,8008.0,0.6063537137279261
0.5,learned_all_visual,pooled,1566.9452792075735,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,722.9426668675987,0.6539205921253446,0.7058280333125071,4004,17695.0,13.0845,23539.516000000007,0.030711874741502693,30.711874741502694,31.7,58.45840000000001,12.366788466116052,8008.0,0.5961487265950839
0.5,learned_all,pooled,1484.9215237238263,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,804.966422351346,0.728113228986408,0.7859099937103462,4004,17692.0,13.0845,23539.516000000007,0.034196387995035486,34.19638799503549,31.7,58.45840000000001,13.769901713891345,8008.0,0.5964149436507232
0.5,oracle,pooled,1184.3367895992437,0.0,2289.8879460751723,1265.6403492848162,1184.3367895992437,1105.5511564759286,1.0,1.0793788142050322,4004,15368.0,13.0845,23539.516000000007,0.04696575564577998,46.965755645779986,31.7,58.45840000000001,18.91175872887264,8008.0,0.8026444227526843
